uniq_id,retail_price,discounted_price,discount_amount,product_rating,overall_rating,discount_percentage,main_category,product_name,description,clean_description,negotiation_dialogue,user_behavior,stock_status,recommended_products,feedback_score,feedback_text,helpful_votes,return_reason,recommend_to_others
ad4940a13edf7ba52dc370ee916b2e7c,525,299,226,5.0,5.0,43.04761905,Beauty and Personal Care,anna andre paris red horizon deodorant combo set,flipkartcom buy anna andre paris red horizon deodorant combo set online only for rs 299 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy anna andre paris red horizon deodorant combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,In Stock,"lotus safe sun uv screen mattegel  spf 50 pa, french factor combo set, la rocheposay anthelios xl fluid dry touch gelcream  spf 50 pa",5.0,Excellent quality and value! (Beauty and Personal Care),19,This product is purchased,Yes
09325cfe65e4a705c9cc89b3c3426bfc,299,149,150,4.0,4.0,50.16722408,Toys & School Supplies,pinnakle dual compartment utility pouch v2 solid art polyester pencil box,flipkartcom buy pinnakle dual compartment utility pouch v2 solid art polyester pencil box only for rs 149 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy pinnakle dual compartment utility pouch v solid art polyester pencil box only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We can offer free shipping if you proceed with the purchase now.",added_to_cart,In Stock,"outshiny eagle printed art polyester pencil box, syma x5 quadcopter, pinnakle dual compartment and utility pouch v4 printed art resin pencil box",5.0,Highly recommend! (Toys & School Supplies),42,This product is purchased,Yes
534d9c3ae2342df2f4f9233622f90711,6570,5555,1015,3.5,3.5,15.44901065,Computers,netgear ac 750 wifi range extender,buy netgear ac 750 wifi range extender only for rs 5999 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy netgear ac wifi range extender only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We already offer the best price, but let me check if there's a promotion.",wishlist,In Stock,"dreamshop flex flexible portable usb led light, linksys re2000 wireless range extender n300 dual band, tenda a5",3.756069717,"It works, but has some flaws. (Computers)",8,others,No
fe009cfb6c0fb85578a625bbdc542fba,598,444,154,3.7,3.7,25.75250836,Beauty and Personal Care,avon little black dress body each 150 ml combo set,flipkartcom buy avon little black dress body each 150 ml combo set online only for rs 500 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy avon little black dress body each ml combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We can offer free shipping if you proceed with the purchase now.",purchased,In Stock,"my ego combo set, armaf vanity femme pink combo set, kamasutra combo set",3.799470071,"Decent product, but could be better. (Beauty and Personal Care)",13,others,No
0dcedc2bd56b0635721bae7883f0156e,2000,1800,200,5.0,5.0,10.0,Cameras & Accessories,npplastics 52mm 045x dslr wide angle macro for nikon canon mechanical lens adapter,"npplastics 52mm 045x dslr wide angle macro for nikon canon mechanical lens adapter
                         price rs 1800
				
			this 045x wide angle lens with macro fits right over your camera existing lens system allowing you to get more in the picture include more of the landscape more people in group picture and interiors show more of the room


kindly note in these converters  not only this in all converters like this it gives minor black areas in corners in some lenses you are attaching it happen only if you are attaching to this can be eliminated by minor zoom like 02x

specifications

1professional high definition optics phd lens reduces glass flares and ghosting caused by reflections
2deluxe high definition lens for professional results wide angle  macro
3engineered to highest quality standards
4fully compatible with daynight digital video and camera recording
5multicoated glass optics
6ultra compact size
7titanium barrel housing
8infrared compatible
9builtin macro lens for extreme closeup shooting
10special element frame special matte finish reduces reflections and optimizes pictures
1152mm thread size


package include

1 x 52mm 045x wide angle lens
1 x front and back lens covers
1 x protective lens bag
this 045x wide angle lens with macro fits right over your camera existing lens system allowing you to get more in the picture include more of the landscape more people in group picture and interiors show more of the room


kindly note in these converters  not only this in all converters like this it gives minor black areas in corners in some lenses you are attaching it happen only if you are attaching to this can be eliminated by minor zoom like 02x

specifications

1professional high definition optics phd lens reduces glass flares and ghosting caused by reflections
2deluxe high definition lens for professional results wide angle  macro
3engineered to highest quality standards
4fully compatible with daynight digital video and camera recording
5multicoated glass optics
6ultra compact size
7titanium barrel housing
8infrared compatible
9builtin macro lens for extreme closeup shooting
10special element frame special matte finish reduces reflections and optimizes pictures
1152mm thread size


package include

1 x 52mm 045x wide angle lens
1 x front and back lens covers
1 x protective lens bag",npplastics mm x dslr wide angle macro for nikon canon mechanical lens adapter price rs this x wide angle lens with macro fits right over your camera existing lens system allowing you to get more in the picture include more of the landscape more people in group picture and interiors show more of the room kindly note in these converters not only this in all converters like this it gives minor black areas in corners in some lenses you are attaching it happen only if you are attaching to this can be eliminated by minor zoom like x specifications professional high definition optics phd lens reduces glass flares and ghosting caused by reflections deluxe high definition lens for professional results wide angle macro engineered to highest quality standards fully compatible with daynight digital video and camera recording multicoated glass optics ultra compact size titanium barrel housing infrared compatible builtin macro lens for extreme closeup shooting special element frame special matte finish reduces reflections and optimizes pictures mm thread size package include x mm x wide angle lens x front and back lens covers x protective lens bag this x wide angle lens with macro fits right over your camera existing lens system allowing you to get more in the picture include more of the landscape more people in group picture and interiors show more of the room kindly note in these converters not only this in all converters like this it gives minor black areas in corners in some lenses you are attaching it happen only if you are attaching to this can be eliminated by minor zoom like x specifications professional high definition optics phd lens reduces glass flares and ghosting caused by reflections deluxe high definition lens for professional results wide angle macro engineered to highest quality standards fully compatible with daynight digital video and camera recording multicoated glass optics ultra compact size titanium barrel housing infrared compatible builtin macro lens for extreme closeup shooting special element frame special matte finish reduces reflections and optimizes pictures mm thread size package include x mm x wide angle lens x front and back lens covers x protective lens bag,"User: What if I buy two? Will you lower the price?
Bot: This is the lowest price available for this quality product.",purchased,Low Stock,"omax ew60c for canon efs 1855mm f3556 lens  lens hood, omax 67mm flower  lens hood, sb retails sb02 flash",5.0,Very satisfied with this purchase. (Cameras & Accessories),38,This product is purchased,Yes
1eda39f01d0a8a2e5ce4b32fc7da1027,1999,1080,919,1.0,1.0,45.97298649,Computers,iball wr7011a,buy iball wr7011a only for rs 1333 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy iball wra only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We can offer free shipping if you proceed with the purchase now.",wishlist,Low Stock,"tplink tdw8970, asus rtn66u dualband wirelessn900 gigabit router, mydress mystyle bulb led usb led light",1.301812486,Terrible experience with this product. (Computers),11,Not as described,No
ebd267c0c0a908800c102327fea0c7b8,370,199,171,1.0,1.0,46.21621622,Beauty and Personal Care,my ego combo set,flipkartcom buy my ego combo set online only for rs 199 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy my ego combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: We can offer free shipping if you proceed with the purchase now.",wishlist,In Stock,"la rocheposay anthelios xl fluid dry touch gelcream  spf 50 pa, cinthol deo spray  dive pack of 2 combo set, aroma magic cucumber sun screen lotion 2  spf 30 pa",1.982399658,Poor quality and disappointing. (Beauty and Personal Care),8,Defective item,No
0b2a564351642342d474fd6c8f79b231,3999,3246,753,3.7,3.7,18.82970743,Computers,tenda n6,buy tenda n6 only for rs 6000 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy tenda n only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: I can offer an additional 5% off if you leave a positive review.",wishlist,In Stock,"vodafone r206 i, tenda ted820r, zingalalaa lp50 50 lm led corded portable projector",4.907996914,Highly recommend! (Computers),42,This product is purchased,Yes
a44632548bea11915e2769750a1ea56a,130,99,31,5.0,5.0,23.84615385,Beauty and Personal Care,zeva keepz u on gift set  combo set,flipkartcom buy zeva keepz u on gift set  combo set online only for rs 99 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy zeva keepz u on gift set combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: This is the lowest price available for this quality product.",added_to_cart,In Stock,"french factor man of the year deodorant gift set  combo set, maybelline super stay 14 hr lipstick with coral craze nail enamel 33 g, nike combo set",4.08942219,Excellent quality and value! (Beauty and Personal Care),22,This product is purchased,Yes
7d62791cb19dc2ed22597980e3422adc,3500,2198,1302,4.3,4.3,37.2,Computers,dlink dap1320 wireless range extender,buy dlink dap1320 wireless range extender only for rs 3696 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy dlink dap wireless range extender only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: I can offer an additional 5% off if you leave a positive review.",added_to_cart,Out of Stock,"hako hp compaq presario cq45207tu 6 cell laptop battery, belkin play max modem router, vodafone r206 i",3.580754678,"Decent product, but could be better. (Computers)",12,others,No
75a9f56c9941bbbd7e6dba45706f53ad,2599,1999,600,5.0,5.0,23.08580223,Computers,iball wra300n3gt,buy iball wra300n3gt only for rs 1999 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy iball wrangt only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: I can offer an additional 5% off if you leave a positive review.",viewed,In Stock,"mydress mystyle bulb led usb led light, wd my net n900 hd dualband, tplink archer c20i ac750 wireless dual band router",5.0,Very satisfied with this purchase. (Computers),42,This product is purchased,Yes
4976ac37140f4224981c12c7851af4e4,14200,14200,0,4.7,4.7,0.0,Computers,apple me918hna,buy apple me918hna only for rs 14200 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy apple mehna only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,In Stock,"tenda fh330, digisol dgbg4100n, netis wf2412",5.0,Very satisfied with this purchase. (Computers),23,This product is purchased,Yes
21126429ad98f1affc2f2c3ae72cfd50,2800,1105,1695,4.8,4.8,60.53571429,Computers,tenda ted151 n150 wireless adsl2 modem router,buy tenda ted151 n150 wireless adsl2 modem router only for rs 1699 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy tenda ted n wireless adsl modem router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: For bulk purchases, I can give you a 10% discount.",purchased,Low Stock,"tenda n6, tenda w308r, dlink dap1320 wireless range extender",3.940558607,"Decent product, but could be better. (Computers)",31,others,No
44e4b9fbd4a7e561e1dd9485682ba397,2399,600,1799,4.1,4.1,74.98957899,Computers,wibridge apw4001,buy wibridge apw4001 only for rs 600 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy wibridge apw only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: For bulk purchases, I can give you a 10% discount.",purchased,In Stock,"agrima hub port a66 usb usb hub, tenda n6, tplink archer c20i ac750 wireless dual band router",4.550718748,Excellent quality and value! (Computers),39,This product is purchased,Yes
a9fd22806c8b38ffe3fac13b4dd3042d,299,249,50,5.0,5.0,16.72240803,Toys & School Supplies,outshiny dual compartment printed art polyester pencil box,"outshiny dual compartment printed art polyester pencil box set of 1 white black
                         price rs 249
				
			outshiny bags are known for its durability and style with its impressive storage intuitive design and robust materials it is no wonder that all outshiny bags will soon become your goto choice for hauling your everyday essentials best features  highly durable fabric comes with 1 year warranty unique design for extra comfort
outshiny bags are known for its durability and style with its impressive storage intuitive design and robust materials it is no wonder that all outshiny bags will soon become your goto choice for hauling your everyday essentials best features  highly durable fabric comes with 1 year warranty unique design for extra comfort",outshiny dual compartment printed art polyester pencil box set of white black price rs outshiny bags are known for its durability and style with its impressive storage intuitive design and robust materials it is no wonder that all outshiny bags will soon become your goto choice for hauling your everyday essentials best features highly durable fabric comes with year warranty unique design for extra comfort outshiny bags are known for its durability and style with its impressive storage intuitive design and robust materials it is no wonder that all outshiny bags will soon become your goto choice for hauling your everyday essentials best features highly durable fabric comes with year warranty unique design for extra comfort,"User: This seems expensive. Can you do something about it?
Bot: This is the lowest price available for this quality product.",added_to_cart,Out of Stock,"outshiny eagle printed art polyester pencil box, xq chevrolet camaro, disney minnie big head   17 inch",5.0,Excellent quality and value! (Toys & School Supplies),38,This product is purchased,Yes
1549ca339f5c05075c3e53ebabbde1a4,4420,2479,1941,3.7,3.7,43.91402715,Computers,netgear wn2000rpt universal wifi range extender,buy netgear wn2000rpt universal wifi range extender only for rs 4745 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy netgear wnrpt universal wifi range extender only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: This is the lowest price available for this quality product.",added_to_cart,Low Stock,"tenda f3 300mbps wireless router with 3 fixed antenna 3lan 1wan port, tenda f303 wireless n300 easy setup router, edimax br6228ns v2",3.997139466,"Decent product, but could be better. (Computers)",34,others,No
59d964c38c787f829c6cfa5629e4df90,360,340,20,4.5,4.5,5.555555556,Beauty and Personal Care,french factor man of the year deodorant gift set  combo set,flipkartcom buy french factor man of the year deodorant gift set  combo set online only for rs 340 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy french factor man of the year deodorant gift set combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: We already offer the best price, but let me check if there's a promotion.",purchased,In Stock,"park avenue alpha combo set, playboy london combo set, engage trailblush combo set",4.595715926,Highly recommend! (Beauty and Personal Care),14,This product is purchased,Yes
32bcdd0a152f7fea087a2cf710c2238c,1500,1030,470,5.0,5.0,31.33333333,Computers,tenda w268r,buy tenda w268r only for rs 1500 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy tenda wr only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We already offer the best price, but let me check if there's a promotion.",added_to_cart,In Stock,"asus dsln12e 300 mbps wireless adsl modem router, trendnet tew752dru, tenda n6",5.0,Highly recommend! (Computers),30,This product is purchased,Yes
38adc387fb3f14e3d3abc49388b3ac27,555,299,256,3.0,3.0,46.12612613,Beauty and Personal Care,my ego combo set,"my ego combo set set of 3
                         price rs 299
				
			strong and refreshing these deodorants by my ego will be a worthy addition to your accessory collection its enigmatic fragrance will keep you rejuvenated the entire day it also makes for an excellent gifting option
strong and refreshing these deodorants by my ego will be a worthy addition to your accessory collection its enigmatic fragrance will keep you rejuvenated the entire day it also makes for an excellent gifting option",my ego combo set set of price rs strong and refreshing these deodorants by my ego will be a worthy addition to your accessory collection its enigmatic fragrance will keep you rejuvenated the entire day it also makes for an excellent gifting option strong and refreshing these deodorants by my ego will be a worthy addition to your accessory collection its enigmatic fragrance will keep you rejuvenated the entire day it also makes for an excellent gifting option,"User: This seems expensive. Can you do something about it?
Bot: We can offer free shipping if you proceed with the purchase now.",purchased,Out of Stock,"anna andre paris set of treasure  red horizon deodorants 160ml each combo set, armaf vanity femme pink combo set, yardley english rose festive collection pack combo set",5.0,Very satisfied with this purchase. (Beauty and Personal Care),23,This product is purchased,Yes
0714053db842f0786895b0dc410b9913,299,249,50,4.3,4.3,16.72240803,Toys & School Supplies,outshiny dual compartment printed art polyester pencil box,flipkartcom buy outshiny dual compartment printed art polyester pencil box only for rs 249 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy outshiny dual compartment printed art polyester pencil box only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: For bulk purchases, I can give you a 10% discount.",purchased,Out of Stock,"taaza garam 6 axis seeker 24ghz remote control drone, klassik 3d big eyes random art cloth pencil box, klassik animal random art card board pencil box",5.0,Excellent quality and value! (Toys & School Supplies),38,This product is purchased,Yes
33a16769b82d2681365e84b83ffcaed8,9500,6500,3000,4.0,4.0,31.57894737,Computers,asus rtn16 multifunctional gigabit wireless n with storage printer and media server router,buy asus rtn16 multifunctional gigabit wireless n with storage printer and media server router only for rs 10500 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy asus rtn multifunctional gigabit wireless n with storage printer and media server router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: This is the lowest price available for this quality product.",added_to_cart,Out of Stock,"trendnet n150 wireless adsl 2 modem router, tplink tlmr3220 3g4g wireless n router, tenda te4g302",5.0,Very satisfied with this purchase. (Computers),48,This product is purchased,Yes
4b90f8ae8bf85955c9886720aca62b8f,2500,999,1501,3.7,3.7,60.04,Computers,tenda w150d,buy tenda w150d only for rs 3000 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy tenda wd only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: We already offer the best price, but let me check if there's a promotion.",purchased,In Stock,"tplink tlwdr4300 n750 wireless dual band gigabit router, tplink tlwr702n 150mbps wireless n nano router, dreamshop flex flexible portable usb led light",4.745927517,Excellent quality and value! (Computers),30,This product is purchased,Yes
67677f942598e9ecdf91d8a090dd469e,5500,5500,0,4.7,4.7,0.0,Computers,asus rtn15u wirelessn300 gigabit router,buy asus rtn15u wirelessn300 gigabit router only for rs 5500 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy asus rtnu wirelessn gigabit router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We can offer free shipping if you proceed with the purchase now.",added_to_cart,In Stock,"mydress mystyle bulb led usb led light, intel 32 ghz lga 1150 i54460 bx80646i54460 processor, tplink tlwr702n 150mbps wireless n nano router",5.0,Highly recommend! (Computers),25,This product is purchased,Yes
e620e99f9e5e2c5bb8ff8d7cb32852b5,398,272,126,5.0,5.0,31.65829146,Beauty and Personal Care,adidas champions league and dynamic pulse combo set,flipkartcom buy adidas champions league and dynamic pulse combo set online only for rs 375 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy adidas champions league and dynamic pulse combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: I can offer an additional 5% off if you leave a positive review.",purchased,In Stock,"adidas champions league and dynamic pulse combo set, park avenue alpha combo set, la rocheposay anthelios xl fluid dry touch gelcream  spf 50 pa",4.84192797,Very satisfied with this purchase. (Beauty and Personal Care),34,This product is purchased,Yes
ef7e2583361d629d609a9e87ced51e5b,3999,1710,2289,2.2,2.2,57.23930983,Computers,toto link f1 150 mbps wireless n soho fiber router,buy toto link f1 150 mbps wireless n soho fiber router only for rs 3350 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy toto link f mbps wireless n soho fiber router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We already offer the best price, but let me check if there's a promotion.",wishlist,Out of Stock,"apple me918hna, trendnet n150 wireless router, belkin share modem n router",4.266207268,Excellent quality and value! (Computers),16,This product is purchased,Yes
51dc964c7a47293ff0ed0c6912813722,398,388,10,5.0,5.0,2.512562814,Beauty and Personal Care,playboy new york combo set,flipkartcom buy playboy new york combo set online only for rs 355 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy playboy new york combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: This is the lowest price available for this quality product.",purchased,In Stock,"la rocheposay anthelios xl fluid dry touch gelcream  spf 50 pa, nike n5th element combo set, french factor man of the year deodorant gift set  combo set",4.681216388,Highly recommend! (Beauty and Personal Care),23,This product is purchased,Yes
b1fc677def4d35ed8417d6a3d90ae496,500,400,100,5.0,5.0,20.0,Beauty and Personal Care,nike n5th element combo set,flipkartcom buy nike n5th element combo set online only for rs 400 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy nike nth element combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: We can offer free shipping if you proceed with the purchase now.",wishlist,Low Stock,"anna andre paris red horizon  majesty deodorant combo set, engage spellmate combo set, armaf shades combo set",4.830510005,Excellent quality and value! (Beauty and Personal Care),30,This product is purchased,Yes
23bcdc0edbe2524763afda7b2abe4b8d,3300,1995,1305,4.8,4.8,39.54545455,Computers,izotron wr40003g 3g pocket router,buy izotron wr40003g 3g pocket router only for rs 00 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy izotron wrg g pocket router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: This is the lowest price available for this quality product.",viewed,Low Stock,"wibridge apw4001, asus rtn16 multifunctional gigabit wireless n with storage printer and media server router, digisol 150 mbps wireless green broadband router",4.925892477,Excellent quality and value! (Computers),31,This product is purchased,Yes
ae19a81b730b48b87ca72521af8fb902,1199,1199,0,3.0,3.0,0.0,Computers,tplink 4port cabledsltlr460,buy tplink 4port cabledsltlr460 only for rs 1199 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy tplink port cabledsltlr only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We can offer free shipping if you proceed with the purchase now.",wishlist,In Stock,"transcend mp 870 8 gb mp4 player, netis wf2419, asus dsln55u wirelessn600 gigabit router",3.959466077,"Average experience, nothing special. (Computers)",10,others,No
303b2cc1a682291b94061b7633f23c9d,8199,8199,0,3.9,3.9,0.0,Computers,belkin play max router,buy belkin play max router only for rs 8199 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy belkin play max router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: For bulk purchases, I can give you a 10% discount.",purchased,In Stock,"beetel adsl2  router 450tc3 pci internal modem, tenda n60, linksys re2000 wireless range extender n300 dual band",3.770119344,"Average experience, nothing special. (Computers)",9,others,No
0363713ab62458ee739a2b77150b9862,899,449,450,5.0,5.0,50.05561735,Jewellery,dress villa acrylic alloy necklace,dress villa acrylic alloy necklace  buy dress villa acrylic alloy necklace only for rs 449 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,dress villa acrylic alloy necklace buy dress villa acrylic alloy necklace only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: For bulk purchases, I can give you a 10% discount.",added_to_cart,In Stock,"hi look alloy necklace, village handicrafts aluminum ceramic necklace, heena jewellery alloy brass jewel set",3.955980684,"Decent product, but could be better. (Jewellery)",34,others,No
43f246f7ab211120df4256d96cd837e6,395,265,130,4.5,4.5,32.91139241,Jewellery,hi look alloy necklace,hi look alloy necklace  buy hi look alloy necklace only for rs 00 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,hi look alloy necklace buy hi look alloy necklace only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: This is the lowest price available for this quality product.",viewed,Low Stock,"hi look alloy necklace, village handicrafts aluminum ceramic necklace, kaizer jewelry stainless steel zircon ring",5.0,Excellent quality and value! (Jewellery),33,This product is purchased,Yes
f81d1277350a21029ab48c4b1594aab3,9999,5300,4699,3.5,3.5,46.99469947,Computers,tplink tlwdr4300 n750 wireless dual band gigabit router,buy tplink tlwdr4300 n750 wireless dual band gigabit router only for rs 9999 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy tplink tlwdr n wireless dual band gigabit router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: For bulk purchases, I can give you a 10% discount.",purchased,Low Stock,"generix hdmi female to female coupler jointer adapter extender gender changer gxhdmicoupler usb hdmi connector, zyxel pla4231 500 mbps powerline wireless n extender single pack, dgb flexi touch x11 usb led light",3.268121457,"Decent product, but could be better. (Computers)",16,others,No
dd887ee9595ae4ac31815afb2e5dd750,316,290,26,2.6,2.6,8.227848101,Beauty and Personal Care,park avenue good morning combo set,flipkartcom buy park avenue good morning combo set online only for rs 190 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy park avenue good morning combo set online only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: This is the lowest price available for this quality product.",added_to_cart,Out of Stock,"playboy hollywood and malibu combo set, playboy berlin combo set, adidas ice drive and dynamic pulse combo set",2.514358976,"It works, but has some flaws. (Beauty and Personal Care)",9,Defective item,No
8e09589bfd1f62cbe5aeffe5f8fc2b73,1995,895,1100,1.0,1.0,55.13784461,Computers,binatone wr1500n,buy binatone wr1500n only for rs 950 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy binatone wrn only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: We already offer the best price, but let me check if there's a promotion.",wishlist,Out of Stock,"hp 15ac121tu notebook core i3 5th gen 4gb 1tb win10 n8m17pa, dlink dap1320 wireless range extender, tplink tlwr941nd 300mbps wireless n router",1.805773811,Poor quality and disappointing. (Computers),10,Changed mind,No
3345a33195a105d312f76c7375935c70,449,390,59,5.0,5.0,13.1403118,Toys & School Supplies,klassik girly random art cloth pencil box,flipkartcom buy klassik girly random art cloth pencil box only for rs 390 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy klassik girly random art cloth pencil box only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: I can offer an additional 5% off if you leave a positive review.",wishlist,In Stock,"alexs mickey mickey donald duck art plastic pencil box, neo gold leaf fancy school art plastic pencil box, outshiny dual compartment printed art polyester pencil box",4.301483158,Very satisfied with this purchase. (Toys & School Supplies),26,This product is purchased,Yes
31234088c1464e6f2aa6f6136b1c0efd,2800,1340,1460,3.9,3.9,52.14285714,Computers,dlink dir505 allinone mobile companion router,buy dlink dir505 allinone mobile companion router only for rs 2940 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,buy dlink dir allinone mobile companion router only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We already offer the best price, but let me check if there's a promotion.",added_to_cart,Low Stock,"vodafone r206 i, tenda w308r, dlink dir600l",4.996874262,Very satisfied with this purchase. (Computers),19,This product is purchased,Yes
69b90a349b1d55e8a9fe399f620c9bc6,499,449,50,5.0,5.0,10.02004008,Jewellery,indian charm glass metal necklace,indian charm glass metal necklace  buy indian charm glass metal necklace only for rs 449 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,indian charm glass metal necklace buy indian charm glass metal necklace only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We can offer free shipping if you proceed with the purchase now.",wishlist,In Stock,"jewels guru alloy necklace, voylla cubic zirconia fabric necklace, sukkhi copper yellow gold bangle set",5.0,Very satisfied with this purchase. (Jewellery),44,This product is purchased,Yes
